Data prepared by Tyler R. & Dave F.,,,,
avg,459877.534,MW,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,demand
2016,2,24,16,1.013835131
2016,2,24,17,1.011886786
2016,2,24,18,1.002377733
2016,2,24,19,0.992683848
2016,2,24,20,0.982526796
2016,2,24,21,0.973187353
2016,2,24,22,0.973135165
2016,2,24,23,0.98576244
2016,2,24,24,1.010927835
2016,2,25,1,1.031465912
2016,2,25,2,1.03042433
2016,2,25,3,1.011271405
2016,2,25,4,0.972013127
2016,2,25,5,0.921297451
2016,2,25,6,0.878190323
2016,2,25,7,0.849160855
2016,2,25,8,0.831223471
2016,2,25,9,0.824391217
2016,2,25,10,0.83229767
2016,2,25,11,0.864464929
2016,2,25,12,0.936621096
2016,2,25,13,1.000601173
2016,2,25,14,1.020721747
2016,2,25,15,1.021693745
2016,2,25,16,1.020041131
2016,2,25,17,1.009440483
2016,2,25,18,0.99552156
2016,2,25,19,0.985097045
2016,2,25,20,0.977451532
2016,2,25,21,0.973011219
2016,2,25,22,0.976566513
2016,2,25,23,0.992729512
2016,2,25,24,1.0264885
2016,2,26,1,1.053526133
2016,2,26,2,1.058029506
2016,2,26,3,1.040000793
2016,2,26,4,1.005278505
2016,2,26,5,0.95749187
2016,2,26,6,0.915258887
2016,2,26,7,0.88935199
2016,2,26,8,0.874221875
2016,2,26,9,0.869909857
2016,2,26,10,0.879177542
2016,2,26,11,0.912921308
2016,2,26,12,0.985318844
2016,2,26,13,1.045839304
2016,2,26,14,1.058923222
2016,2,26,15,1.048372587
2016,2,26,16,1.031989964
2016,2,26,17,1.011527995
2016,2,26,18,0.98929164
2016,2,26,19,0.969782098
2016,2,26,20,0.954904224
2016,2,26,21,0.944075255
2016,2,26,22,0.942200842
2016,2,26,23,0.95607845
2016,2,26,24,0.987438973
2016,2,27,1,1.015977006
2016,2,27,2,1.022589636
2016,2,27,3,1.013498085
2016,2,27,4,0.988895883
2016,2,27,5,0.951490272
2016,2,27,6,0.915224095
2016,2,27,7,0.8912351
2016,2,27,8,0.877246593
2016,2,27,9,0.870035978
2016,2,27,10,0.873243353
2016,2,27,11,0.885637958
2016,2,27,12,0.917224628
2016,2,27,13,0.95006598
2016,2,27,14,0.96455462
2016,2,27,15,0.957435333
2016,2,27,16,0.938871695
2016,2,27,17,0.915904711
2016,2,27,18,0.893653135
2016,2,27,19,0.872658415
2016,2,27,20,0.856823765
2016,2,27,21,0.845859976
2016,2,27,22,0.845281561
2016,2,27,23,0.856175766
2016,2,27,24,0.88877575
2016,2,28,1,0.920203682
2016,2,28,2,0.928586348
2016,2,28,3,0.924287378
2016,2,28,4,0.906400007
2016,2,28,5,0.876183267
2016,2,28,6,0.847008108
2016,2,28,7,0.82416507
2016,2,28,8,0.809345907
2016,2,28,9,0.801487293
2016,2,28,10,0.802237493
2016,2,28,11,0.811661741
2016,2,28,12,0.830919042
2016,2,28,13,0.852940122
2016,2,28,14,0.863645146
2016,2,28,15,0.861103165
2016,2,28,16,0.849956719
2016,2,28,17,0.838575428
2016,2,28,18,0.828405329
2016,2,28,19,0.820792433
2016,2,28,20,0.813660099
2016,2,28,21,0.811078977
2016,2,28,22,0.81673918
2016,2,28,23,0.836372668
2016,2,28,24,0.872886737
2016,2,29,1,0.905854209
2016,2,29,2,0.912521202
2016,2,29,3,0.897606361
2016,2,29,4,0.867037353
2016,2,29,5,0.825619805
2016,2,29,6,0.79084533
2016,2,29,7,0.763020531
2016,2,29,8,0.746359573
2016,2,29,9,0.741988844
2016,2,29,10,0.751384824
2016,2,29,11,0.787435726
2016,2,29,12,0.86028773
2016,2,29,13,0.923217528
2016,2,29,14,0.941718105
2016,2,29,15,0.947241315
2016,2,29,16,0.948843915
2016,2,29,17,0.944316623
2016,2,29,18,0.935649098
2016,2,29,19,0.928227557
2016,2,29,20,0.922073745
2016,2,29,21,0.916715797
2016,2,29,22,0.917948734
2016,2,29,23,0.929380038
2016,2,29,24,0.958531277
2016,3,1,1,0.98937862
2016,3,1,2,0.989361224
2016,3,1,3,0.96476772
2016,3,1,4,0.924028613
2016,3,1,5,0.87511994
2016,3,1,6,0.831791013
2016,3,1,7,0.802691962
2016,3,1,8,0.783043252
2016,3,1,9,0.776241442
2016,3,1,10,0.781564598
2016,3,1,11,0.812583726
2016,3,1,12,0.881528168
2016,3,1,13,0.935740427
2016,3,1,14,0.947484858
2016,3,1,15,0.948776506
2016,3,1,16,0.950320395
2016,3,1,17,0.948161125
2016,3,1,18,0.944170932
2016,3,1,19,0.943766477
2016,3,1,20,0.941715931
2016,3,1,21,0.941252764
2016,3,1,22,0.945756137
2016,3,1,23,0.959401074
2016,3,1,24,0.986856209
2016,3,2,1,1.011208345
2016,3,2,2,1.011751968
2016,3,2,3,0.98845881
2016,3,2,4,0.948850439
2016,3,2,5,0.896834417
2016,3,2,6,0.852920552
2016,3,2,7,0.821279519
2016,3,2,8,0.799858599
2016,3,2,9,0.789429735
2016,3,2,10,0.797168752
2016,3,2,11,0.828042189
2016,3,2,12,0.899100237
2016,3,2,13,0.962417094
2016,3,2,14,0.985645017
2016,3,2,15,0.991509622
2016,3,2,16,0.992572949
2016,3,2,17,0.984609959
2016,3,2,18,0.973750546
2016,3,2,19,0.965733194
2016,3,2,20,0.958866149
2016,3,2,21,0.957787601
2016,3,2,22,0.960505716
2016,3,2,23,0.976229467
2016,3,2,24,1.011201821
2016,3,3,1,1.044475897
2016,3,3,2,1.048544372
2016,3,3,3,1.030913591
2016,3,3,4,0.991074724
2016,3,3,5,0.940435155
2016,3,3,6,0.896466928
2016,3,3,7,0.865550001
2016,3,3,8,0.846908081
2016,3,3,9,0.839145145
2016,3,3,10,0.846286177
2016,3,3,11,0.876937815
2016,3,3,12,0.945608271
2016,3,3,13,0.998096158
2016,3,3,14,1.008211895
2016,3,3,15,1.008257559
2016,3,3,16,1.006296167
2016,3,3,17,1.000192369
2016,3,3,18,0.993284008
2016,3,3,19,0.991170401
2016,3,3,20,0.990037491
2016,3,3,21,0.991524844
2016,3,3,22,0.999770517
2016,3,3,23,1.014380929
2016,3,3,24,1.039668096
2016,3,4,1,1.055161351
2016,3,4,2,1.052134458
2016,3,4,3,1.027701866
2016,3,4,4,0.98629519
2016,3,4,5,0.93399431
2016,3,4,6,0.889693385
2016,3,4,7,0.860846575
2016,3,4,8,0.841491422
2016,3,4,9,0.831625752
2016,3,4,10,0.834852698
2016,3,4,11,0.861920774
2016,3,4,12,0.926757601
2016,3,4,13,0.984549073
2016,3,4,14,1.007087683
2016,3,4,15,1.014907156
2016,3,4,16,1.015655181
2016,3,4,17,1.009583999
2016,3,4,18,0.99288825
2016,3,4,19,0.983229157
2016,3,4,20,0.974622518
2016,3,4,21,0.967588036
2016,3,4,22,0.966555152
2016,3,4,23,0.972506737
2016,3,4,24,0.989152473
2016,3,5,1,1.005800383
2016,3,5,2,0.999696584
2016,3,5,3,0.987323725
2016,3,5,4,0.956743845
2016,3,5,5,0.913103966
2016,3,5,6,0.874815511
2016,3,5,7,0.847593046
2016,3,5,8,0.830401513
2016,3,5,9,0.822747301
2016,3,5,10,0.823708427
2016,3,5,11,0.834185129
2016,3,5,12,0.858350258
2016,3,5,13,0.886688237
2016,3,5,14,0.908054795
2016,3,5,15,0.915919933
2016,3,5,16,0.914634808
2016,3,5,17,0.904849594
2016,3,5,18,0.895660191
2016,3,5,19,0.885311784
2016,3,5,20,0.879792923
2016,3,5,21,0.87576359
2016,3,5,22,0.877685841
2016,3,5,23,0.885350925
2016,3,5,24,0.907174126
2016,3,6,1,0.928466751
2016,3,6,2,0.931900274
2016,3,6,3,0.920806016
2016,3,6,4,0.894955656
2016,3,6,5,0.858809076
2016,3,6,6,0.822692939
2016,3,6,7,0.797610174
2016,3,6,8,0.783197641
2016,3,6,9,0.775012854
2016,3,6,10,0.775021552
2016,3,6,11,0.780746989
2016,3,6,12,0.797268779
2016,3,6,13,0.821088164
2016,3,6,14,0.842874399
2016,3,6,15,0.856393215
2016,3,6,16,0.856860731
2016,3,6,17,0.851372313
2016,3,6,18,0.847349503
2016,3,6,19,0.842028521
2016,3,6,20,0.837538195
2016,3,6,21,0.833941586
2016,3,6,22,0.839667023
2016,3,6,23,0.853722939
2016,3,6,24,0.88845175
2016,3,7,1,0.927257734
2016,3,7,2,0.93861728
2016,3,7,3,0.922930495
2016,3,7,4,0.893037754
2016,3,7,5,0.85181591
2016,3,7,6,0.818335257
2016,3,7,7,0.796218499
2016,3,7,8,0.782651844
2016,3,7,9,0.778387665
2016,3,7,10,0.786181044
2016,3,7,11,0.819118074
2016,3,7,12,0.887925523
2016,3,7,13,0.938175858
2016,3,7,14,0.948128508
2016,3,7,15,0.946369344
2016,3,7,16,0.945910526
2016,3,7,17,0.942837969
2016,3,7,18,0.935359891
2016,3,7,19,0.931450154
2016,3,7,20,0.925733415
2016,3,7,21,0.920442876
2016,3,7,22,0.91924908
2016,3,7,23,0.924202573
2016,3,7,24,0.948359004
2016,3,8,1,0.975859803
2016,3,8,2,0.973191702
2016,3,8,3,0.949548451
2016,3,8,4,0.910059677
2016,3,8,5,0.859926765
2016,3,8,6,0.813814488
2016,3,8,7,0.780562157
2016,3,8,8,0.758965103
2016,3,8,9,0.74861887
2016,3,8,10,0.754150778
2016,3,8,11,0.780194668
2016,3,8,12,0.842533004
2016,3,8,13,0.894133698
2016,3,8,14,0.911142574
2016,3,8,15,0.9203385
2016,3,8,16,0.926090032
2016,3,8,17,0.926981573
2016,3,8,18,0.923893795
2016,3,8,19,0.922306416
2016,3,8,20,0.921760618
2016,3,8,21,0.919309966
2016,3,8,22,0.919259952
2016,3,8,23,0.923667647
2016,3,8,24,0.94339029
2016,3,9,1,0.970949801
2016,3,9,2,0.967755472
2016,3,9,3,0.941128818
2016,3,9,4,0.899548183
2016,3,9,5,0.847532161
2016,3,9,6,0.799712908
2016,3,9,7,0.762359485
2016,3,9,8,0.738039967
2016,3,9,9,0.727404527
2016,3,9,10,0.730603204
2016,3,9,11,0.759382605
2016,3,9,12,0.816295584
2016,3,9,13,0.868170264
2016,3,9,14,0.890813248
2016,3,9,15,0.90396675
2016,3,9,16,0.91496968
2016,3,9,17,0.921208297
2016,3,9,18,0.922517341
2016,3,9,19,0.922847864
2016,3,9,20,0.92305879
2016,3,9,21,0.921497505
2016,3,9,22,0.92284569
2016,3,9,23,0.927949222
2016,3,9,24,0.948409017
2016,3,10,1,0.970297453
2016,3,10,2,0.963656555
2016,3,10,3,0.938841252
2016,3,10,4,0.896743088
2016,3,10,5,0.842461245
2016,3,10,6,0.794394101
2016,3,10,7,0.758295359
2016,3,10,8,0.733538769
2016,3,10,9,0.720746232
2016,3,10,10,0.722131384
2016,3,10,11,0.748247032
2016,3,10,12,0.800567483
2016,3,10,13,0.855492976
2016,3,10,14,0.88462247
2016,3,10,15,0.905425834
2016,3,10,16,0.922162899
2016,3,10,17,0.92930828
2016,3,10,18,0.93256132
2016,3,10,19,0.936366681
2016,3,10,20,0.938678165
2016,3,10,21,0.939637116
2016,3,10,22,0.941557193
2016,3,10,23,0.945038554
2016,3,10,24,0.957950688
2016,3,11,1,0.975337925
2016,3,11,2,0.971969637
2016,3,11,3,0.94856558
2016,3,11,4,0.906754449
2016,3,11,5,0.854009972
2016,3,11,6,0.807945534
2016,3,11,7,0.771129211
2016,3,11,8,0.74487657
2016,3,11,9,0.730622775
2016,3,11,10,0.730511876
2016,3,11,11,0.751045603
2016,3,11,12,0.804899071
2016,3,11,13,0.859300511
2016,3,11,14,0.889243265
2016,3,11,15,0.908159171
2016,3,11,16,0.923411057
2016,3,11,17,0.932702662
2016,3,11,18,0.934140001
2016,3,11,19,0.934285692
2016,3,11,20,0.932959252
2016,3,11,21,0.927942699
2016,3,11,22,0.923835083
2016,3,11,23,0.919546985
2016,3,11,24,0.923787245
2016,3,12,1,0.936551512
2016,3,12,2,0.932039442
2016,3,12,3,0.908022178
2016,3,12,4,0.880340895
2016,3,12,5,0.830636358
2016,3,12,6,0.79339166
2016,3,12,7,0.761609285
2016,3,12,8,0.735576268
2016,3,12,9,0.720563575
2016,3,12,10,0.715092553
2016,3,12,11,0.719950368
2016,3,12,12,0.734043251
2016,3,12,13,0.757440784
2016,3,12,14,0.788881763
2016,3,12,15,0.821029453
2016,3,12,16,0.844153
2016,3,12,17,0.855623445
2016,3,12,18,0.857645723
2016,3,12,19,0.855273352
2016,3,12,20,0.850933066
2016,3,12,21,0.848667245
2016,3,12,22,0.849510948
2016,3,12,23,0.853696845
2016,3,12,24,0.869207496
2016,3,13,1,0.885898897
2016,3,13,2,0.883474338
2016,3,13,3,0.86707432
2016,3,13,4,0.839727909
2016,3,13,5,0.800761013
2016,3,13,6,0.763285819
2016,3,13,7,0.733864942
2016,3,13,8,0.711000159
2016,3,13,9,0.696911626
2016,3,13,10,0.693556385
2016,3,13,11,0.700336451
2016,3,13,12,0.713018088
2016,3,13,13,0.731881806
2016,3,13,14,0.760543784
2016,3,13,15,0.792647983
2016,3,13,16,0.814686459
2016,3,13,17,0.833204433
2016,3,13,18,0.846386203
2016,3,13,19,0.851524528
2016,3,13,20,0.853746859
2016,3,13,21,0.857684863
2016,3,13,22,0.866521999
2016,3,13,23,0.874652424
2016,3,13,24,0.886494707
2016,3,14,1,0.903214376
2016,3,14,2,0.904901782
2016,3,14,3,0.88029958
2016,3,14,4,0.837122868
2016,3,14,5,0.786942117
2016,3,14,6,0.746152996
2016,3,14,7,0.722057451
2016,3,14,8,0.707953696
2016,3,14,9,0.70984333
2016,3,14,10,0.73787688
2016,3,14,11,0.788766515
2016,3,14,12,0.851744151
2016,3,14,13,0.892150561
2016,3,14,14,0.91560898
2016,3,14,15,0.933696404
2016,3,14,16,0.950250812
2016,3,14,17,0.95532825
2016,3,14,18,0.964000124
2016,3,14,19,0.971025908
2016,3,14,20,0.976133789
2016,3,14,21,0.981796167
2016,3,14,22,0.984464268
2016,3,14,23,0.984888294
2016,3,14,24,0.985001368
2016,3,15,1,0.989563452
2016,3,15,2,0.972941635
2016,3,15,3,0.93457055
2016,3,15,4,0.882913319
2016,3,15,5,0.831417001
2016,3,15,6,0.787546625
2016,3,15,7,0.75799528
2016,3,15,8,0.739279427
2016,3,15,9,0.737337606
2016,3,15,10,0.755109729
2016,3,15,11,0.811372534
2016,3,15,12,0.870351279
2016,3,15,13,0.898169555
2016,3,15,14,0.9156329
2016,3,15,15,0.934607517
2016,3,15,16,0.945358205
2016,3,15,17,0.954040951
2016,3,15,18,0.962195296
2016,3,15,19,0.968242558
2016,3,15,20,0.97247412
2016,3,15,21,0.97929985
2016,3,15,22,0.985255783
2016,3,15,23,0.982500702
2016,3,15,24,0.98567546
2016,3,16,1,0.993942879
2016,3,16,2,0.978910616
2016,3,16,3,0.934811919
2016,3,16,4,0.882824165
2016,3,16,5,0.829660011
2016,3,16,6,0.788910032
2016,3,16,7,0.75773869
2016,3,16,8,0.739451212
2016,3,16,9,0.736039434
2016,3,16,10,0.755322829
2016,3,16,11,0.811374708
2016,3,16,12,0.869013967
2016,3,16,13,0.894462046
2016,3,16,14,0.90987267
2016,3,16,15,0.928042725
2016,3,16,16,0.937095135
2016,3,16,17,0.942092118
2016,3,16,18,0.948798251
2016,3,16,19,0.956850395
2016,3,16,20,0.959731597
2016,3,16,21,0.963086838
2016,3,16,22,0.967707633
2016,3,16,23,0.963369522
2016,3,16,24,0.966202885
2016,3,17,1,0.97874318
2016,3,17,2,0.964941679
2016,3,17,3,0.924376532
2016,3,17,4,0.873789151
2016,3,17,5,0.825800288
2016,3,17,6,0.78360862
2016,3,17,7,0.755453299
2016,3,17,8,0.739238112
2016,3,17,9,0.738740153
2016,3,17,10,0.760413315
2016,3,17,11,0.818974558
2016,3,17,12,0.880380036
2016,3,17,13,0.905019204
2016,3,17,14,0.918785913
2016,3,17,15,0.931119631
2016,3,17,16,0.9373539
2016,3,17,17,0.939232661
2016,3,17,18,0.942592251
2016,3,17,19,0.94349684
2016,3,17,20,0.941685488
2016,3,17,21,0.94148326
2016,3,17,22,0.941591985
2016,3,17,23,0.938354166
2016,3,17,24,0.945110313
2016,3,18,1,0.961490761
2016,3,18,2,0.948104588
2016,3,18,3,0.912710383
2016,3,18,4,0.867952815
2016,3,18,5,0.823208293
2016,3,18,6,0.785363435
2016,3,18,7,0.758369292
2016,3,18,8,0.742765138
2016,3,18,9,0.742973889
2016,3,18,10,0.765516847
2016,3,18,11,0.822255866
2016,3,18,12,0.881530342
2016,3,18,13,0.906245618
2016,3,18,14,0.919579603
2016,3,18,15,0.931754583
2016,3,18,16,0.93662762
2016,3,18,17,0.935799138
2016,3,18,18,0.937158196
2016,3,18,19,0.936723297
2016,3,18,20,0.934757556
2016,3,18,21,0.93042162
2016,3,18,22,0.926377064
2016,3,18,23,0.920766875
2016,3,18,24,0.92718815
2016,3,19,1,0.938558568
2016,3,19,2,0.927601303
2016,3,19,3,0.902411989
2016,3,19,4,0.86459105
2016,3,19,5,0.822288483
2016,3,19,6,0.788659965
2016,3,19,7,0.762402975
2016,3,19,8,0.745509347
2016,3,19,9,0.739699104
2016,3,19,10,0.744519953
2016,3,19,11,0.763949039
2016,3,19,12,0.792049998
2016,3,19,13,0.824297714
2016,3,19,14,0.856760704
2016,3,19,15,0.879466749
2016,3,19,16,0.886309876
2016,3,19,17,0.883065534
2016,3,19,18,0.874063137
2016,3,19,19,0.862714463
2016,3,19,20,0.852631344
2016,3,19,21,0.849828424
2016,3,19,22,0.853283692
2016,3,19,23,0.857778367
2016,3,19,24,0.871979974
2016,3,20,1,0.89431853
2016,3,20,2,0.895018716
2016,3,20,3,0.876931292
2016,3,20,4,0.848234521
2016,3,20,5,0.816112926
2016,3,20,6,0.788412073
2016,3,20,7,0.767143367
2016,3,20,8,0.754794427
2016,3,20,9,0.749680022
2016,3,20,10,0.754731367
2016,3,20,11,0.771277076
2016,3,20,12,0.797242685
2016,3,20,13,0.828320524
2016,3,20,14,0.855051554
2016,3,20,15,0.869059631
2016,3,20,16,0.871497236
2016,3,20,17,0.871325452
2016,3,20,18,0.870140353
2016,3,20,19,0.864358379
2016,3,20,20,0.858948243
2016,3,20,21,0.861635915
2016,3,20,22,0.869655442
2016,3,20,23,0.881201994
2016,3,20,24,0.904640843
2016,3,21,1,0.930926102
2016,3,21,2,0.934216108
2016,3,21,3,0.911325231
2016,3,21,4,0.878357759
2016,3,21,5,0.841002161
2016,3,21,6,0.814181977
2016,3,21,7,0.797112215
2016,3,21,8,0.790519156
2016,3,21,9,0.798732212
2016,3,21,10,0.830760304
2016,3,21,11,0.900431026
2016,3,21,12,0.970319198
2016,3,21,13,0.99853758
2016,3,21,14,0.997678656
2016,3,21,15,0.987941281
2016,3,21,16,0.974383323
2016,3,21,17,0.957624514
2016,3,21,18,0.942089943
2016,3,21,19,0.92665105
2016,3,21,20,0.914684821
2016,3,21,21,0.907002341
2016,3,21,22,0.907119764
2016,3,21,23,0.912118921
2016,3,21,24,0.934092162
2016,3,22,1,0.965137384
2016,3,22,2,0.964284983
2016,3,22,3,0.933487653
2016,3,22,4,0.891198134
2016,3,22,5,0.850409013
2016,3,22,6,0.822442872
2016,3,22,7,0.804429381
2016,3,22,8,0.798573474
2016,3,22,9,0.80488385
2016,3,22,10,0.835198442
2016,3,22,11,0.903377463
2016,3,22,12,0.967574989
2016,3,22,13,0.983957612
2016,3,22,14,0.972163167
2016,3,22,15,0.957141777
2016,3,22,16,0.942385674
2016,3,22,17,0.926925036
2016,3,22,18,0.913206167
2016,3,22,19,0.903488362
2016,3,22,20,0.893687927
2016,3,22,21,0.889471587
2016,3,22,22,0.890819772
2016,3,22,23,0.893792302
2016,3,22,24,0.908374446
2016,3,23,1,0.933720324
2016,3,23,2,0.929399608
2016,3,23,3,0.896256002
2016,3,23,4,0.85256176
2016,3,23,5,0.807682421
2016,3,23,6,0.772544805
2016,3,23,7,0.749636533
2016,3,23,8,0.736076401
2016,3,23,9,0.739940473
2016,3,23,10,0.764847104
2016,3,23,11,0.825332772
2016,3,23,12,0.884081021
2016,3,23,13,0.908011305
2016,3,23,14,0.914426057
2016,3,23,15,0.921086526
2016,3,23,16,0.921867168
2016,3,23,17,0.917542104
2016,3,23,18,0.915643772
2016,3,23,19,0.915087102
2016,3,23,20,0.914276017
2016,3,23,21,0.916676656
2016,3,23,22,0.921440968
2016,3,23,23,0.92228902
2016,3,23,24,0.931667603
2016,3,24,1,0.948700399
2016,3,24,2,0.938971722
2016,3,24,3,0.902805572
2016,3,24,4,0.855114614
2016,3,24,5,0.80625378
2016,3,24,6,0.769256973
2016,3,24,7,0.74410245
2016,3,24,8,0.729031047
2016,3,24,9,0.727171856
2016,3,24,10,0.749269043
2016,3,24,11,0.804527233
2016,3,24,12,0.863377683
2016,3,24,13,0.893020358
2016,3,24,14,0.908267895
2016,3,24,15,0.922941367
2016,3,24,16,0.928036202
2016,3,24,17,0.927153358
2016,3,24,18,0.925844314
2016,3,24,19,0.922339033
2016,3,24,20,0.917953083
2016,3,24,21,0.916837568
2016,3,24,22,0.91770954
2016,3,24,23,0.916676656
2016,3,24,24,0.922093315
2016,3,25,1,0.933176701
2016,3,25,2,0.928123182
2016,3,25,3,0.894568596
2016,3,25,4,0.850996126
2016,3,25,5,0.805908035
2016,3,25,6,0.769263497
2016,3,25,7,0.743754532
2016,3,25,8,0.729000604
2016,3,25,9,0.726934836
2016,3,25,10,0.740888551
2016,3,25,11,0.779305301
2016,3,25,12,0.828042189
2016,3,25,13,0.863719079
2016,3,25,14,0.892650694
2016,3,25,15,0.911183889
2016,3,25,16,0.914060742
2016,3,25,17,0.90769383
2016,3,25,18,0.898384829
2016,3,25,19,0.889923881
2016,3,25,20,0.881297672
2016,3,25,21,0.875154732
2016,3,25,22,0.87336295
2016,3,25,23,0.868961779
2016,3,25,24,0.871229774
2016,3,26,1,0.88684915
2016,3,26,2,0.883767895
2016,3,26,3,0.861820747
2016,3,26,4,0.829766561
2016,3,26,5,0.794165779
2016,3,26,6,0.762579109
2016,3,26,7,0.741256041
2016,3,26,8,0.726080261
2016,3,26,9,0.721094151
2016,3,26,10,0.726767401
2016,3,26,11,0.744602584
2016,3,26,12,0.771214016
2016,3,26,13,0.803307343
2016,3,26,14,0.831201726
2016,3,26,15,0.847373423
2016,3,26,16,0.851048314
2016,3,26,17,0.847614791
2016,3,26,18,0.838642837
2016,3,26,19,0.828572765
2016,3,26,20,0.823451837
2016,3,26,21,0.823286575
2016,3,26,22,0.826335213
2016,3,26,23,0.831029941
2016,3,26,24,0.842393836
2016,3,27,1,0.864051776
2016,3,27,2,0.864912875
2016,3,27,3,0.846349237
2016,3,27,4,0.816915314
2016,3,27,5,0.781088384
2016,3,27,6,0.746220406
2016,3,27,7,0.720361347
2016,3,27,8,0.703687343
2016,3,27,9,0.695672166
2016,3,27,10,0.698074979
2016,3,27,11,0.710493503
2016,3,27,12,0.729761676
2016,3,27,13,0.761006951
2016,3,27,14,0.793678693
2016,3,27,15,0.812322787
2016,3,27,16,0.817980815
2016,3,27,17,0.819013698
2016,3,27,18,0.813488314
2016,3,27,19,0.803494349
2016,3,27,20,0.797199195
2016,3,27,21,0.795942339
2016,3,27,22,0.796529452
2016,3,27,23,0.80383357
2016,3,27,24,0.823210468
2016,3,28,1,0.847780053
2016,3,28,2,0.852163828
2016,3,28,3,0.83281085
2016,3,28,4,0.800487027
2016,3,28,5,0.761981123
2016,3,28,6,0.733064729
2016,3,28,7,0.71360955
2016,3,28,8,0.70301325
2016,3,28,9,0.705605245
2016,3,28,10,0.732862502
2016,3,28,11,0.790097304
2016,3,28,12,0.854073032
2016,3,28,13,0.893483525
2016,3,28,14,0.916644038
2016,3,28,15,0.934166095
2016,3,28,16,0.941030966
2016,3,28,17,0.940806993
2016,3,28,18,0.939926324
2016,3,28,19,0.938001898
2016,3,28,20,0.934668402
2016,3,28,21,0.931745885
2016,3,28,22,0.933322392
2016,3,28,23,0.932076408
2016,3,28,24,0.937047297
2016,3,29,1,0.950968394
2016,3,29,2,0.943533806
2016,3,29,3,0.908557103
2016,3,29,4,0.863081953
2016,3,29,5,0.815588874
2016,3,29,6,0.780660009
2016,3,29,7,0.756890638
2016,3,29,8,0.744783066
2016,3,29,9,0.744754798
2016,3,29,10,0.76888731
2016,3,29,11,0.828605383
2016,3,29,12,0.889402003
2016,3,29,13,0.916061275
2016,3,29,14,0.926585816
2016,3,29,15,0.935275086
2016,3,29,16,0.934774952
2016,3,29,17,0.927301224
2016,3,29,18,0.920962579
2016,3,29,19,0.912649497
2016,3,29,20,0.901692232
2016,3,29,21,0.895062206
2016,3,29,22,0.893668356
2016,3,29,23,0.895142662
2016,3,29,24,0.906243443
2016,3,30,1,0.93258089
2016,3,30,2,0.928221034
2016,3,30,3,0.894209805
2016,3,30,4,0.8522856
2016,3,30,5,0.81172915
2016,3,30,6,0.780431688
2016,3,30,7,0.75825187
2016,3,30,8,0.748153529
2016,3,30,9,0.750852074
2016,3,30,10,0.771829397
2016,3,30,11,0.832199818
2016,3,30,12,0.890460981
2016,3,30,13,0.913140932
2016,3,30,14,0.920577694
2016,3,30,15,0.926283561
2016,3,30,16,0.926272689
2016,3,30,17,0.921410525
2016,3,30,18,0.917629083
2016,3,30,19,0.912747349
2016,3,30,20,0.913488851
2016,3,30,21,0.912138491
2016,3,30,22,0.913854165
2016,3,30,23,0.915637249
2016,3,30,24,0.925472476
2016,3,31,1,0.944347066
2016,3,31,2,0.933813827
2016,3,31,3,0.896493021
2016,3,31,4,0.852687881
2016,3,31,5,0.805849324
2016,3,31,6,0.769841912
2016,3,31,7,0.743417486
2016,3,31,8,0.728291719
2016,3,31,9,0.727182729
2016,3,31,10,0.746111681
2016,3,31,11,0.796433774
2016,3,31,12,0.853274994
2016,3,31,13,0.882587145
2016,3,31,14,0.902633787
2016,3,31,15,0.922460804
2016,3,31,16,0.933337613
2016,3,31,17,0.936271003
2016,3,31,18,0.940041572
2016,3,31,19,0.942448735
2016,3,31,20,0.941585461
2016,3,31,21,0.943420732
2016,3,31,22,0.946956456
2016,3,31,23,0.944388381
2016,3,31,24,0.946960805
2016,4,1,1,0.955136895
2016,4,1,2,0.945201641
2016,4,1,3,0.906921885
2016,4,1,4,0.861909901
2016,4,1,5,0.812875108
2016,4,1,6,0.773445045
2016,4,1,7,0.745030959
2016,4,1,8,0.726467321
2016,4,1,9,0.723910118
2016,4,1,10,0.741029893
2016,4,1,11,0.789364501
2016,4,1,12,0.846949397
2016,4,1,13,0.88064315
2016,4,1,14,0.905082265
2016,4,1,15,0.925535536
2016,4,1,16,0.935216374
2016,4,1,17,0.935968748
2016,4,1,18,0.934583597
2016,4,1,19,0.929675769
2016,4,1,20,0.923267541
2016,4,1,21,0.917209406
2016,4,1,22,0.911934089
2016,4,1,23,0.903747127
2016,4,1,24,0.901609601
2016,4,2,1,0.911581821
2016,4,2,2,0.905580223
2016,4,2,3,0.880551821
2016,4,2,4,0.843648518
2016,4,2,5,0.80081755
2016,4,2,6,0.767626104
2016,4,2,7,0.741621355
2016,4,2,8,0.723633958
2016,4,2,9,0.717551904
2016,4,2,10,0.724634224
2016,4,2,11,0.744128544
2016,4,2,12,0.772457826
2016,4,2,13,0.804472871
2016,4,2,14,0.83630091
2016,4,2,15,0.856149672
2016,4,2,16,0.862738383
2016,4,2,17,0.856752006
2016,4,2,18,0.847823542
2016,4,2,19,0.83829057
2016,4,2,20,0.830040547
2016,4,2,21,0.828322699
2016,4,2,22,0.830545029
2016,4,2,23,0.834115545
2016,4,2,24,0.843824652
2016,4,3,1,0.863642971
2016,4,3,2,0.868031096
2016,4,3,3,0.849021688
2016,4,3,4,0.820109642
2016,4,3,5,0.785600455
