Data prepared by Tyler R. & Dave F.,,,,
avg,459877.534,MW,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,demand
2018,1,21,12,0.849937149
2018,1,21,13,0.876648608
2018,1,21,14,0.90356012
2018,1,21,15,0.917089809
2018,1,21,16,0.913878085
2018,1,21,17,0.906415228
2018,1,21,18,0.90093116
2018,1,21,19,0.89555799
2018,1,21,20,0.892087501
2018,1,21,21,0.890126109
2018,1,21,22,0.896151626
2018,1,21,23,0.91815531
2018,1,21,24,0.956746019
2018,1,22,1,0.974348532
2018,1,22,2,0.978401785
2018,1,22,3,0.955537002
2018,1,22,4,0.918651095
2018,1,22,5,0.876805171
2018,1,22,6,0.840241089
2018,1,22,7,0.812511968
2018,1,22,8,0.796340271
2018,1,22,9,0.791497677
2018,1,22,10,0.802048312
2018,1,22,11,0.839034246
2018,1,22,12,0.909459517
2018,1,22,13,0.97809953
2018,1,22,14,1.009694898
2018,1,22,15,1.022724454
2018,1,22,16,1.022996266
2018,1,22,17,1.013350219
2018,1,22,18,1.00204721
2018,1,22,19,0.992296788
2018,1,22,20,0.982135387
2018,1,22,21,0.973622251
2018,1,22,22,0.977453706
2018,1,22,23,0.99808746
2018,1,22,24,1.029289245
2018,1,23,1,1.046372054
2018,1,23,2,1.047554978
2018,1,23,3,1.022389582
2018,1,23,4,0.976725251
2018,1,23,5,0.928012282
2018,1,23,6,0.887612396
2018,1,23,7,0.854710158
2018,1,23,8,0.838279697
2018,1,23,9,0.83319791
2018,1,23,10,0.840056257
2018,1,23,11,0.872471409
2018,1,23,12,0.941968172
2018,1,23,13,1.013398058
2018,1,23,14,1.048183406
2018,1,23,15,1.061323861
2018,1,23,16,1.055511444
2018,1,23,17,1.040316094
2018,1,23,18,1.023557285
2018,1,23,19,1.00868376
2018,1,23,20,0.995597667
2018,1,23,21,0.987552047
2018,1,23,22,0.99243813
2018,1,23,23,1.014604901
2018,1,23,24,1.050607965
2018,1,24,1,1.074175108
2018,1,24,2,1.079441728
2018,1,24,3,1.060023515
2018,1,24,4,1.021132726
2018,1,24,5,0.972939461
2018,1,24,6,0.936899431
2018,1,24,7,0.912527725
2018,1,24,8,0.898624024
2018,1,24,9,0.896469102
2018,1,24,10,0.908109158
2018,1,24,11,0.944847199
2018,1,24,12,1.019427924
2018,1,24,13,1.091081783
2018,1,24,14,1.116371125
2018,1,24,15,1.112828878
2018,1,24,16,1.092758317
2018,1,24,17,1.064718243
2018,1,24,18,1.038417763
2018,1,24,19,1.021443678
2018,1,24,20,1.007276863
2018,1,24,21,0.999592209
2018,1,24,22,1.009383946
2018,1,24,23,1.038870057
2018,1,24,24,1.077586886
2018,1,25,1,1.103474213
2018,1,25,2,1.112596207
2018,1,25,3,1.095513398
2018,1,25,4,1.057159709
2018,1,25,5,1.016122697
2018,1,25,6,0.979676037
2018,1,25,7,0.957415763
2018,1,25,8,0.947139114
2018,1,25,9,0.947097798
2018,1,25,10,0.962180075
2018,1,25,11,0.997715622
2018,1,25,12,1.076184339
2018,1,25,13,1.145372324
2018,1,25,14,1.161983268
2018,1,25,15,1.145150526
2018,1,25,16,1.112154785
2018,1,25,17,1.074742651
2018,1,25,18,1.042086131
2018,1,25,19,1.019604058
2018,1,25,20,1.002419048
2018,1,25,21,0.992816492
2018,1,25,22,0.995480244
2018,1,25,23,1.022339569
2018,1,25,24,1.066503501
2018,1,26,1,1.097516105
2018,1,26,2,1.109438845
2018,1,26,3,1.095056755
2018,1,26,4,1.058157801
2018,1,26,5,1.015544282
2018,1,26,6,0.98064586
2018,1,26,7,0.955210828
2018,1,26,8,0.940730886
2018,1,26,9,0.937112531
2018,1,26,10,0.944297053
2018,1,26,11,0.979380306
2018,1,26,12,1.044632461
2018,1,26,13,1.106583737
2018,1,26,14,1.119374098
2018,1,26,15,1.104887633
2018,1,26,16,1.077121545
2018,1,26,17,1.043538691
2018,1,26,18,1.015876979
2018,1,26,19,0.994042905
2018,1,26,20,0.97707317
2018,1,26,21,0.964587237
2018,1,26,22,0.965296122
2018,1,26,23,0.986306063
2018,1,26,24,1.017512197
2018,1,27,1,1.028843475
2018,1,27,2,1.029693701
2018,1,27,3,1.01109962
2018,1,27,4,0.977297143
2018,1,27,5,0.939374003
2018,1,27,6,0.898321769
2018,1,27,7,0.867596198
2018,1,27,8,0.846836323
2018,1,27,9,0.835424589
2018,1,27,10,0.831253914
2018,1,27,11,0.838821146
2018,1,27,12,0.860892239
2018,1,27,13,0.891776548
2018,1,27,14,0.922117235
2018,1,27,15,0.942107339
2018,1,27,16,0.94730655
2018,1,27,17,0.942113863
2018,1,27,18,0.930062828
2018,1,27,19,0.913506247
2018,1,27,20,0.901753118
2018,1,27,21,0.893048626
2018,1,27,22,0.893818396
2018,1,27,23,0.910872937
2018,1,27,24,0.936427566
2018,1,28,1,0.948804775
2018,1,28,2,0.950648744
2018,1,28,3,0.934266121
2018,1,28,4,0.907406797
2018,1,28,5,0.875341738
2018,1,28,6,0.843798558
2018,1,28,7,0.817104495
2018,1,28,8,0.799267137
2018,1,28,9,0.789244904
2018,1,28,10,0.788920904
2018,1,28,11,0.7958945
2018,1,28,12,0.812868584
2018,1,28,13,0.840328069
2018,1,28,14,0.873058522
2018,1,28,15,0.899313338
2018,1,28,16,0.908498392
2018,1,28,17,0.905197513
2018,1,28,18,0.899041526
2018,1,28,19,0.8900587
2018,1,28,20,0.883048138
2018,1,28,21,0.879847286
2018,1,28,22,0.886979619
2018,1,28,23,0.914182514
2018,1,28,24,0.949894195
2018,1,29,1,0.973252588
2018,1,29,2,0.978156067
2018,1,29,3,0.962760664
2018,1,29,4,0.930865216
2018,1,29,5,0.892685486
2018,1,29,6,0.858506821
2018,1,29,7,0.83435039
2018,1,29,8,0.823301797
2018,1,29,9,0.819074584
2018,1,29,10,0.828368363
2018,1,29,11,0.866178429
2018,1,29,12,0.943040196
2018,1,29,13,1.018384168
2018,1,29,14,1.052286672
2018,1,29,15,1.061856611
2018,1,29,16,1.058803625
2018,1,29,17,1.046706926
2018,1,29,18,1.032596648
2018,1,29,19,1.022987568
2018,1,29,20,1.014165654
2018,1,29,21,1.009036027
2018,1,29,22,1.015631261
2018,1,29,23,1.040859717
2018,1,29,24,1.079880975
2018,1,30,1,1.105844409
2018,1,30,2,1.108549477
2018,1,30,3,1.087546059
2018,1,30,4,1.047235328
2018,1,30,5,1.004436977
2018,1,30,6,0.968712248
2018,1,30,7,0.943718638
2018,1,30,8,0.9318981
2018,1,30,9,0.930532519
2018,1,30,10,0.94253354
2018,1,30,11,0.977505894
2018,1,30,12,1.053256496
2018,1,30,13,1.126702136
2018,1,30,14,1.153915903
2018,1,30,15,1.153752816
2018,1,30,16,1.137996447
2018,1,30,17,1.112652744
2018,1,30,18,1.084314764
2018,1,30,19,1.061573928
2018,1,30,20,1.044891225
2018,1,30,21,1.034179678
2018,1,30,22,1.041111958
2018,1,30,23,1.073931565
2018,1,30,24,1.121426819
2018,1,31,1,1.154087688
2018,1,31,2,1.163766352
2018,1,31,3,1.144517749
2018,1,31,4,1.106179281
2018,1,31,5,1.063346138
2018,1,31,6,1.027523558
2018,1,31,7,1.001551426
2018,1,31,8,0.98965478
2018,1,31,9,0.987910838
2018,1,31,10,0.999609605
2018,1,31,11,1.034410174
2018,1,31,12,1.108149371
2018,1,31,13,1.172157716
2018,1,31,14,1.179281352
2018,1,31,15,1.153304871
2018,1,31,16,1.11731268
2018,1,31,17,1.07714329
2018,1,31,18,1.041214159
2018,1,31,19,1.017253432
2018,1,31,20,1.002305975
2018,1,31,21,0.994114663
2018,1,31,22,0.999309525
2018,1,31,23,1.026560258
2018,1,31,24,1.066277354
2018,2,1,1,1.089659666
2018,2,1,2,1.092366908
2018,2,1,3,1.071135169
2018,2,1,4,1.029880707
2018,2,1,5,0.984207678
2018,2,1,6,0.942207366
2018,2,1,7,0.912347242
2018,2,1,8,0.894640354
2018,2,1,9,0.888593092
2018,2,1,10,0.89435767
2018,2,1,11,0.922826119
2018,2,1,12,0.989576499
2018,2,1,13,1.050357898
2018,2,1,14,1.066642668
2018,2,1,15,1.062317604
2018,2,1,16,1.051516902
2018,2,1,17,1.034499328
2018,2,1,18,1.020017212
2018,2,1,19,1.011130063
2018,2,1,20,1.005535095
2018,2,1,21,1.002147237
2018,2,1,22,1.007979224
2018,2,1,23,1.027340901
2018,2,1,24,1.059310281
2018,2,2,1,1.080733376
2018,2,2,2,1.082057642
2018,2,2,3,1.06366144
2018,2,2,4,1.026070997
2018,2,2,5,0.983203063
2018,2,2,6,0.944984192
2018,2,2,7,0.919009886
2018,2,2,8,0.905056171
2018,2,2,9,0.903333973
2018,2,2,10,0.915321947
2018,2,2,11,0.948863486
2018,2,2,12,1.02257224
2018,2,2,13,1.093456329
2018,2,2,14,1.124212343
2018,2,2,15,1.130505323
2018,2,2,16,1.121705154
2018,2,2,17,1.105296437
2018,2,2,18,1.085941284
2018,2,2,19,1.067660331
2018,2,2,20,1.053908843
2018,2,2,21,1.04512607
2018,2,2,22,1.05015567
2018,2,2,23,1.077315075
2018,2,2,24,1.117273539
2018,2,3,1,1.139229384
2018,2,3,2,1.144237239
2018,2,3,3,1.131353375
2018,2,3,4,1.10057779
2018,2,3,5,1.062039269
2018,2,3,6,1.030730934
2018,2,3,7,1.002625625
2018,2,3,8,0.984425127
2018,2,3,9,0.975966354
2018,2,3,10,0.975242248
2018,2,3,11,0.986536559
2018,2,3,12,1.011423619
2018,2,3,13,1.043840946
2018,2,3,14,1.070913371
2018,2,3,15,1.081590126
2018,2,3,16,1.071894066
2018,2,3,17,1.051967022
2018,2,3,18,1.029621943
2018,2,3,19,1.004323903
2018,2,3,20,0.983261774
2018,2,3,21,0.973230843
2018,2,3,22,0.976181628
2018,2,3,23,0.99838754
2018,2,3,24,1.032811922
2018,2,4,1,1.049064075
2018,2,4,2,1.049218464
2018,2,4,3,1.031346315
2018,2,4,4,0.999024666
2018,2,4,5,0.961029768
2018,2,4,6,0.924678786
2018,2,4,7,0.895079602
2018,2,4,8,0.873278145
2018,2,4,9,0.861901203
2018,2,4,10,0.859657128
2018,2,4,11,0.865784846
2018,2,4,12,0.881362906
2018,2,4,13,0.907565535
2018,2,4,14,0.938552045
2018,2,4,15,0.969131925
2018,2,4,16,0.984227249
2018,2,4,17,0.988169602
2018,2,4,18,0.989759156
2018,2,4,19,0.988730621
2018,2,4,20,0.986158197
2018,2,4,21,0.985871164
2018,2,4,22,0.9904289
2018,2,4,23,1.00876639
2018,2,4,24,1.022289556
2018,2,5,1,1.024853282
2018,2,5,2,1.024533632
2018,2,5,3,1.015689973
2018,2,5,4,0.99639788
2018,2,5,5,0.974213713
2018,2,5,6,0.936523244
2018,2,5,7,0.908474472
2018,2,5,8,0.896068996
2018,2,5,9,0.896571303
2018,2,5,10,0.910087945
2018,2,5,11,0.950727025
2018,2,5,12,1.025057684
2018,2,5,13,1.093767281
2018,2,5,14,1.124453712
2018,2,5,15,1.125580098
2018,2,5,16,1.115679636
2018,2,5,17,1.094767547
2018,2,5,18,1.072631219
2018,2,5,19,1.055470129
2018,2,5,20,1.040603127
2018,2,5,21,1.031892112
2018,2,5,22,1.036771672
2018,2,5,23,1.06346791
2018,2,5,24,1.10982373
2018,2,6,1,1.137346274
2018,2,6,2,1.140031772
2018,2,6,3,1.118508651
2018,2,6,4,1.073898948
2018,2,6,5,1.02466845
2018,2,6,6,0.982822527
2018,2,6,7,0.95537174
2018,2,6,8,0.937590919
2018,2,6,9,0.930597753
2018,2,6,10,0.9354273
2018,2,6,11,0.967150963
2018,2,6,12,1.033753477
2018,2,6,13,1.093012732
2018,2,6,14,1.111021875
2018,2,6,15,1.110267326
2018,2,6,16,1.09997763
2018,2,6,17,1.080326746
2018,2,6,18,1.060160508
2018,2,6,19,1.047554978
2018,2,6,20,1.040357409
2018,2,6,21,1.037432718
2018,2,6,22,1.041453353
2018,2,6,23,1.063807131
2018,2,6,24,1.101934673
2018,2,7,1,1.121792133
2018,2,7,2,1.120804914
2018,2,7,3,1.096583248
2018,2,7,4,1.052304068
2018,2,7,5,1.00151446
2018,2,7,6,0.95888137
2018,2,7,7,0.928036202
2018,2,7,8,0.909124645
2018,2,7,9,0.902548982
2018,2,7,10,0.907806903
2018,2,7,11,0.934261772
2018,2,7,12,0.994823548
2018,2,7,13,1.058149103
2018,2,7,14,1.089844497
2018,2,7,15,1.105953134
2018,2,7,16,1.11016295
2018,2,7,17,1.102971905
2018,2,7,18,1.091890694
2018,2,7,19,1.081231335
2018,2,7,20,1.070706794
2018,2,7,21,1.064089815
2018,2,7,22,1.066503501
2018,2,7,23,1.084019034
2018,2,7,24,1.113785654
2018,2,8,1,1.13471079
2018,2,8,2,1.133406095
2018,2,8,3,1.112000396
2018,2,8,4,1.068147417
2018,2,8,5,1.021039223
2018,2,8,6,0.980948115
2018,2,8,7,0.955171687
2018,2,8,8,0.940017653
2018,2,8,9,0.93844332
2018,2,8,10,0.948448158
2018,2,8,11,0.982178877
2018,2,8,12,1.05437201
2018,2,8,13,1.122485796
2018,2,8,14,1.14641608
2018,2,8,15,1.138918432
2018,2,8,16,1.117617109
2018,2,8,17,1.08852893
2018,2,8,18,1.060167031
2018,2,8,19,1.039139694
2018,2,8,20,1.021147948
2018,2,8,21,1.011867216
2018,2,8,22,1.013632903
2018,2,8,23,1.035891003
2018,2,8,24,1.077352041
2018,2,9,1,1.109025691
2018,2,9,2,1.117214828
2018,2,9,3,1.100442971
2018,2,9,4,1.062963428
2018,2,9,5,1.017566559
2018,2,9,6,0.976783963
2018,2,9,7,0.950331268
2018,2,9,8,0.935092428
2018,2,9,9,0.929575742
2018,2,9,10,0.9366037
2018,2,9,11,0.966389891
2018,2,9,12,1.03218132
2018,2,9,13,1.090494671
2018,2,9,14,1.105513887
2018,2,9,15,1.098203245
2018,2,9,16,1.080748598
2018,2,9,17,1.055387498
2018,2,9,18,1.033205505
2018,2,9,19,1.014720149
2018,2,9,20,1.00033371
2018,2,9,21,0.990681141
2018,2,9,22,0.989706968
2018,2,9,23,1.00457397
2018,2,9,24,1.030957081
2018,2,10,1,1.044671602
2018,2,10,2,1.039435425
2018,2,10,3,1.019282233
2018,2,10,4,0.984762174
2018,2,10,5,0.942779257
2018,2,10,6,0.901339964
2018,2,10,7,0.868137646
2018,2,10,8,0.847036376
2018,2,10,9,0.837033713
2018,2,10,10,0.833521909
2018,2,10,11,0.839160366
2018,2,10,12,0.860107248
2018,2,10,13,0.891015476
2018,2,10,14,0.928838589
2018,2,10,15,0.963493468
2018,2,10,16,0.986804022
2018,2,10,17,0.994993158
2018,2,10,18,0.99310135
2018,2,10,19,0.986506116
2018,2,10,20,0.974050626
2018,2,10,21,0.969803843
2018,2,10,22,0.970828029
2018,2,10,23,0.982437642
2018,2,10,24,1.002958322
2018,2,11,1,1.012695697
2018,2,11,2,1.009059947
2018,2,11,3,0.994018986
2018,2,11,4,0.962747617
2018,2,11,5,0.927670887
2018,2,11,6,0.892918157
2018,2,11,7,0.863930004
2018,2,11,8,0.846238338
2018,2,11,9,0.83478094
2018,2,11,10,0.830301486
2018,2,11,11,0.836496614
2018,2,11,12,0.852085547
2018,2,11,13,0.876920419
2018,2,11,14,0.912027592
2018,2,11,15,0.950200798
2018,2,11,16,0.974133257
2018,2,11,17,0.985057904
2018,2,11,18,0.986643109
2018,2,11,19,0.981720059
2018,2,11,20,0.973311299
2018,2,11,21,0.966572548
2018,2,11,22,0.969564649
2018,2,11,23,0.988287025
2018,2,11,24,1.019636676
2018,2,12,1,1.044986903
2018,2,12,2,1.046822174
2018,2,12,3,1.031855146
2018,2,12,4,0.994536515
2018,2,12,5,0.949650652
2018,2,12,6,0.912664718
2018,2,12,7,0.886198977
2018,2,12,8,0.87147984
2018,2,12,9,0.867296118
2018,2,12,10,0.873293367
2018,2,12,11,0.910901205
2018,2,12,12,0.983481398
2018,2,12,13,1.053797944
2018,2,12,14,1.087728717
2018,2,12,15,1.104022185
2018,2,12,16,1.108775624
2018,2,12,17,1.101388875
2018,2,12,18,1.084773582
2018,2,12,19,1.064150701
2018,2,12,20,1.045654472
2018,2,12,21,1.033731732
2018,2,12,22,1.032637963
2018,2,12,23,1.05069277
2018,2,12,24,1.091120924
2018,2,13,1,1.120683142
2018,2,13,2,1.12602152
2018,2,13,3,1.108353773
2018,2,13,4,1.064935692
2018,2,13,5,1.012689174
2018,2,13,6,0.968055552
2018,2,13,7,0.939154379
2018,2,13,8,0.921782363
2018,2,13,9,0.913728045
2018,2,13,10,0.920579869
2018,2,13,11,0.95299937
2018,2,13,12,1.021582846
2018,2,13,13,1.081083469
2018,2,13,14,1.099571
2018,2,13,15,1.104307044
2018,2,13,16,1.097155139
2018,2,13,17,1.078091368
2018,2,13,18,1.057322796
2018,2,13,19,1.039287559
2018,2,13,20,1.02601881
2018,2,13,21,1.01732954
2018,2,13,22,1.018923442
2018,2,13,23,1.037071752
2018,2,13,24,1.069626071
2018,2,14,1,1.091353595
2018,2,14,2,1.092105969
2018,2,14,3,1.071646174
2018,2,14,4,1.026099266
2018,2,14,5,0.973598332
2018,2,14,6,0.925222409
2018,2,14,7,0.891319905
2018,2,14,8,0.870340407
2018,2,14,9,0.860352965
2018,2,14,10,0.862294786
2018,2,14,11,0.890854564
2018,2,14,12,0.955413056
2018,2,14,13,1.011988987
2018,2,14,14,1.028702133
2018,2,14,15,1.032346581
2018,2,14,16,1.027978027
2018,2,14,17,1.015407289
2018,2,14,18,0.997669958
2018,2,14,19,0.985040509
2018,2,14,20,0.974524665
2018,2,14,21,0.9700974
2018,2,14,22,0.970901962
2018,2,14,23,0.98475565
2018,2,14,24,1.007603037
2018,2,15,1,1.019540998
2018,2,15,2,1.016390159
2018,2,15,3,0.995077963
2018,2,15,4,0.951742513
2018,2,15,5,0.901300823
2018,2,15,6,0.855588653
2018,2,15,7,0.820018314
2018,2,15,8,0.797810227
2018,2,15,9,0.785156859
2018,2,15,10,0.785030738
2018,2,15,11,0.806010237
2018,2,15,12,0.863490757
2018,2,15,13,0.921193076
2018,2,15,14,0.947500079
2018,2,15,15,0.962849818
2018,2,15,16,0.970704083
2018,2,15,17,0.968207766
2018,2,15,18,0.965583154
2018,2,15,19,0.962938972
2018,2,15,20,0.960051247
2018,2,15,21,0.957246152
2018,2,15,22,0.959472832
2018,2,15,23,0.968349108
2018,2,15,24,0.989487345
2018,2,16,1,1.005224143
2018,2,16,2,1.003706348
2018,2,16,3,0.980469726
2018,2,16,4,0.936655888
2018,2,16,5,0.886818707
2018,2,16,6,0.840575961
2018,2,16,7,0.806712597
2018,2,16,8,0.782229992
2018,2,16,9,0.770935681
2018,2,16,10,0.774123486
2018,2,16,11,0.795066019
2018,2,16,12,0.850432933
2018,2,16,13,0.910414119
2018,2,16,14,0.946671598
2018,2,16,15,0.97275028
2018,2,16,16,0.98824571
2018,2,16,17,0.991424817
2018,2,16,18,0.990141867
2018,2,16,19,0.988017388
2018,2,16,20,0.983801048
2018,2,16,21,0.980321861
2018,2,16,22,0.97895628
2018,2,16,23,0.986258224
2018,2,16,24,1.001251346
2018,2,17,1,1.013080582
2018,2,17,2,1.008938175
2018,2,17,3,0.991544414
2018,2,17,4,0.95761799
2018,2,17,5,0.915704658
2018,2,17,6,0.877629304
2018,2,17,7,0.848934708
2018,2,17,8,0.828355316
2018,2,17,9,0.816619583
2018,2,17,10,0.813642703
2018,2,17,11,0.820594554
2018,2,17,12,0.842583017
2018,2,17,13,0.8747568
2018,2,17,14,0.907139334
2018,2,17,15,0.936412345
2018,2,17,16,0.953240738
2018,2,17,17,0.957263548
2018,2,17,18,0.953608227
2018,2,17,19,0.949267941
2018,2,17,20,0.943699067
2018,2,17,21,0.939208742
2018,2,17,22,0.94030686
2018,2,17,23,0.950633522
2018,2,17,24,0.966398589
2018,2,18,1,0.980415364
2018,2,18,2,0.97835612
2018,2,18,3,0.963219482
2018,2,18,4,0.933254983
2018,2,18,5,0.896893128
2018,2,18,6,0.860679139
2018,2,18,7,0.833524083
2018,2,18,8,0.814995237
2018,2,18,9,0.804385891
2018,2,18,10,0.801739534
2018,2,18,11,0.809061049
2018,2,18,12,0.827313734
2018,2,18,13,0.85151583
2018,2,18,14,0.87997993
2018,2,18,15,0.901590031
2018,2,18,16,0.905034426
2018,2,18,17,0.900898542
2018,2,18,18,0.895046984
2018,2,18,19,0.891411234
2018,2,18,20,0.885744508
2018,2,18,21,0.882132677
2018,2,18,22,0.88757543
2018,2,18,23,0.906076008
2018,2,18,24,0.940806993
2018,2,19,1,0.968586128
2018,2,19,2,0.973698358
2018,2,19,3,0.95986859
2018,2,19,4,0.926929385
2018,2,19,5,0.885844534
2018,2,19,6,0.848932533
2018,2,19,7,0.823010415
2018,2,19,8,0.80379008
2018,2,19,9,0.794465859
2018,2,19,10,0.794918153
2018,2,19,11,0.816513033
2018,2,19,12,0.865415182
2018,2,19,13,0.915780765
2018,2,19,14,0.948258977
2018,2,19,15,0.971476028
2018,2,19,16,0.989889626
2018,2,19,17,0.999727027
2018,2,19,18,1.002808282
2018,2,19,19,0.998681097
2018,2,19,20,0.996765369
2018,2,19,21,0.993649322
2018,2,19,22,0.99509101
2018,2,19,23,1.004297809
2018,2,19,24,1.023781257
2018,2,20,1,1.039165788
2018,2,20,2,1.036256318
2018,2,20,3,1.010806064
2018,2,20,4,0.966161569
2018,2,20,5,0.912621228
2018,2,20,6,0.866226268
2018,2,20,7,0.831434397
2018,2,20,8,0.807930313
2018,2,20,9,0.797407946
2018,2,20,10,0.797888509
2018,2,20,11,0.82041842
2018,2,20,12,0.877907639
2018,2,20,13,0.935418602
2018,2,20,14,0.966826964
2018,2,20,15,0.986780102
2018,2,20,16,0.997963514
2018,2,20,17,0.997813474
2018,2,20,18,0.993494933
2018,2,20,19,0.992551204
2018,2,20,20,0.990294081
2018,2,20,21,0.988267455
2018,2,20,22,0.989726539
2018,2,20,23,0.997987434
2018,2,20,24,1.023107165
2018,2,21,1,1.043236437
2018,2,21,2,1.044862957
2018,2,21,3,1.022374361
2018,2,21,4,0.979101971
2018,2,21,5,0.928697247
2018,2,21,6,0.885368321
2018,2,21,7,0.848852077
2018,2,21,8,0.826826648
2018,2,21,9,0.816560872
2018,2,21,10,0.820581507
2018,2,21,11,0.845577292
2018,2,21,12,0.903908039
2018,2,21,13,0.962488852
2018,2,21,14,0.997367703
2018,2,21,15,1.020041131
2018,2,21,16,1.031268033
2018,2,21,17,1.032507494
2018,2,21,18,1.030720061
2018,2,21,19,1.028941327
2018,2,21,20,1.026740741
2018,2,21,21,1.024992449
2018,2,21,22,1.028952199
2018,2,21,23,1.038654782
2018,2,21,24,1.060860694
2018,2,22,1,1.07568638
2018,2,22,2,1.073424909
2018,2,22,3,1.050338328
2018,2,22,4,1.002416874
2018,2,22,5,0.948424238
2018,2,22,6,0.903020846
2018,2,22,7,0.87302373
2018,2,22,8,0.851170086
2018,2,22,9,0.840388954
2018,2,22,10,0.84312664
2018,2,22,11,0.866572012
2018,2,22,12,0.923413232
2018,2,22,13,0.985599353
2018,2,22,14,1.018425484
2018,2,22,15,1.040851019
2018,2,22,16,1.052206216
2018,2,22,17,1.051408178
2018,2,22,18,1.045308728
2018,2,22,19,1.041983929
2018,2,22,20,1.036917363
2018,2,22,21,1.033025023
2018,2,22,22,1.034697207
2018,2,22,23,1.041433783
2018,2,22,24,1.056648703
2018,2,23,1,1.072020187
2018,2,23,2,1.067379821
2018,2,23,3,1.046713449
2018,2,23,4,1.001327453
2018,2,23,5,0.947471811
2018,2,23,6,0.900230973
2018,2,23,7,0.863921306
2018,2,23,8,0.842746104
2018,2,23,9,0.832591226
2018,2,23,10,0.833832861
2018,2,23,11,0.855549512
2018,2,23,12,0.913593226
2018,2,23,13,0.971212914
2018,2,23,14,1.003327986
2018,2,23,15,1.025068557
2018,2,23,16,1.035049475
2018,2,23,17,1.033035895
2018,2,23,18,1.026475453
2018,2,23,19,1.020576056
2018,2,23,20,1.013167562
2018,2,23,21,1.005833001
2018,2,23,22,1.003956414
2018,2,23,23,1.005076277
2018,2,23,24,1.012665254
2018,2,24,1,1.020828297
2018,2,24,2,1.014811478
2018,2,24,3,0.996574014
2018,2,24,4,0.960699246
2018,2,24,5,0.918835926
2018,2,24,6,0.874100103
2018,2,24,7,0.839219078
2018,2,24,8,0.817541567
2018,2,24,9,0.802317949
2018,2,24,10,0.798438656
2018,2,24,11,0.805046937
2018,2,24,12,0.823151757
2018,2,24,13,0.849689257
2018,2,24,14,0.883346043
2018,2,24,15,0.91715287
2018,2,24,16,0.939641465
2018,2,24,17,0.951294568
2018,2,24,18,0.953082
2018,2,24,19,0.947802334
2018,2,24,20,0.936664586
2018,2,24,21,0.927177278
2018,2,24,22,0.924389579
2018,2,24,23,0.928945139
2018,2,24,24,0.941550669
2018,2,25,1,0.954386695
2018,2,25,2,0.954038777
2018,2,25,3,0.942137782
2018,2,25,4,0.91323661
2018,2,25,5,0.879888601
2018,2,25,6,0.844157349
2018,2,25,7,0.816523905
2018,2,25,8,0.795200837
2018,2,25,9,0.782877991
2018,2,25,10,0.77776576
2018,2,25,11,0.782182154
2018,2,25,12,0.794315819
2018,2,25,13,0.815880256
2018,2,25,14,0.85170936
2018,2,25,15,0.88228924
2018,2,25,16,0.899393794
2018,2,25,17,0.905693297
2018,2,25,18,0.904429917
2018,2,25,19,0.899376398
2018,2,25,20,0.891415583
2018,2,25,21,0.885550978
2018,2,25,22,0.88849524
2018,2,25,23,0.90234023
2018,2,25,24,0.930636894
2018,2,26,1,0.958572592
2018,2,26,2,0.965028659
2018,2,26,3,0.950822703
2018,2,26,4,0.914560875
2018,2,26,5,0.873471675
2018,2,26,6,0.837479484
2018,2,26,7,0.809650336
2018,2,26,8,0.792530561
2018,2,26,9,0.786950815
2018,2,26,10,0.795413937
2018,2,26,11,0.825900315
2018,2,26,12,0.894766475
2018,2,26,13,0.958357318
2018,2,26,14,0.987960851
2018,2,26,15,0.999429122
2018,2,26,16,0.999131216
2018,2,26,17,0.990387584
2018,2,26,18,0.978236523
2018,2,26,19,0.967366238
2018,2,26,20,0.95481507
2018,2,26,21,0.946040995
2018,2,26,22,0.945664808
2018,2,26,23,0.953279879
2018,2,26,24,0.980354478
2018,2,27,1,1.009166497
2018,2,27,2,1.016683716
2018,2,27,3,1.00183411
2018,2,27,4,0.961993068
2018,2,27,5,0.918433645
2018,2,27,6,0.878827449
2018,2,27,7,0.851565843
2018,2,27,8,0.833804593
2018,2,27,9,0.826537441
2018,2,27,10,0.834522175
2018,2,27,11,0.864314889
2018,2,27,12,0.932985346
2018,2,27,13,0.986266922
2018,2,27,14,0.999226894
2018,2,27,15,0.997019785
2018,2,27,16,0.984264215
2018,2,27,17,0.971062874
2018,2,27,18,0.960418736
2018,2,27,19,0.948891754
2018,2,27,20,0.943605564
2018,2,27,21,0.937636584
2018,2,27,22,0.937540906
2018,2,27,23,0.948071971
2018,2,27,24,0.978199557
2018,2,28,1,1.006196141
2018,2,28,2,1.012517389
2018,2,28,3,0.996604457
2018,2,28,4,0.956026262
2018,2,28,5,0.906560919
2018,2,28,6,0.860846575
2018,2,28,7,0.827089762
2018,2,28,8,0.805081728
2018,2,28,9,0.79570097
2018,2,28,10,0.799154063
2018,2,28,11,0.825556745
2018,2,28,12,0.886496882
2018,2,28,13,0.940524309
2018,2,28,14,0.963489119
2018,2,28,15,0.974585551
2018,2,28,16,0.976897036
2018,2,28,17,0.968973187
2018,2,28,18,0.963869655
2018,2,28,19,0.961956102
2018,2,28,20,0.958300781
2018,2,28,21,0.957683225
2018,2,28,22,0.960703595
2018,2,28,23,0.972676347
2018,2,28,24,0.99582164
2018,3,1,1,1.010445098
